City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,keflavik,64.0049,-22.5624,3.24,81,75,6.69,IS,1704283730
365,selfoss,63.9331,-20.9971,1.14,85,100,3.74,IS,1704283736
366,phan rang-thap cham,11.5667,108.9833,24.11,73,21,5.5,VN,1704284122
367,lushun,38.8,121.2667,-2.88,54,0,4.46,CN,1704284167
368,saint-pierre,-21.3393,55.4781,30.82,70,40,4.12,RE,1704283970
369,aktobe,50.2797,57.2072,-0.95,80,0,6.0,KZ,1704284160
370,ola,59.5833,151.2833,-25.3,90,88,2.71,RU,1704283663
371,ormara,25.2088,64.6357,23.54,62,0,3.24,PK,1704284168
372,caleta de carquin,-11.0925,-77.6267,21.53,87,88,2.35,PE,1704283749
373,mareeba,-17.0,145.4333,25.4,90,59,1.48,AU,1704284169
374,villa sandino,12.0483,-84.9936,20.27,90,75,5.88,NI,1704284169
375,campbellton,48.0075,-66.6727,-5.75,96,76,1.4,CA,1704284169
376,lorengau,-2.0226,147.2712,27.75,81,98,1.95,PG,1704283785
377,castro del rio,37.6912,-4.4806,17.43,55,67,1.77,ES,1704284171
378,turan,16.0678,108.2208,24.99,73,75,1.54,VN,1704283996
379,callao,-12.0667,-77.15,23.18,73,100,5.14,PE,1704283793
380,samarinda,-0.5,117.15,24.68,94,100,0.88,ID,1704283897
381,haysville,37.5645,-97.3523,-2.25,96,0,2.06,US,1704284172
382,suoyarvi,62.0833,32.35,-28.73,100,35,1.16,RU,1704284172
383,talnakh,69.4865,88.3972,-32.1,88,93,3.25,RU,1704283659
384,romodanovo,54.4275,45.3296,-15.51,98,100,4.86,RU,1704284173
385,la libertad,-2.2333,-80.9,24.81,83,40,5.14,EC,1704284173
386,ardakan,32.31,54.0175,17.09,28,19,1.6,IR,1704284173
387,vadso,70.0744,29.7487,-12.91,92,75,4.63,NO,1704284174
388,yaren,-0.5472,166.916,28.57,75,100,3.37,NR,1704284175
389,kalanaur,28.8333,76.4,14.09,33,0,0.63,IN,1704284175
390,ciudad lazaro cardenas,17.9583,-102.2,21.54,63,92,2.45,MX,1704283894
391,balnearia,-31.0088,-62.6673,24.76,63,95,2.25,AR,1704284176
392,cabedelo,-6.9811,-34.8339,28.37,71,18,3.83,BR,1704283710
393,phek,25.6667,94.5,6.54,78,2,0.48,IN,1704284177
394,floro,61.5996,5.0328,-1.02,34,0,8.23,NO,1704283639
395,colonia,50.9333,6.95,12.68,78,40,9.77,DE,1704283717
396,chhor,25.5167,69.7667,24.53,12,0,3.17,PK,1704284178
397,rawson,-43.3002,-65.1023,24.98,41,80,3.62,AR,1704283727
398,tabou,4.423,-7.3528,29.09,68,50,2.37,CI,1704284178
399,aiquile,-18.2041,-65.1807,17.92,78,97,1.89,BO,1704284179
400,sinabang,2.4803,96.3801,26.28,86,100,2.27,ID,1704283766
401,salvador,13.8333,-88.9167,18.22,94,8,1.33,SV,1704284180
402,leku,6.8667,38.45,25.87,36,16,2.8,ET,1704284180
403,dhidhdhoo,6.8833,73.1,27.88,78,42,5.87,MV,1704284168
404,bonito,-21.1211,-56.4819,27.6,73,36,1.52,BR,1704284181
405,bogorodskoye,56.55,37.8833,-24.86,95,73,2.36,RU,1704284181
406,castillos,-34.1667,-53.8333,22.84,65,33,5.78,UY,1704283719
407,malango,-2.9627,119.9001,21.06,97,100,0.82,ID,1704284182
408,shenjiamen,29.9576,122.298,7.93,65,5,5.82,CN,1704284182
409,brookings,44.3114,-96.7984,-2.53,100,77,2.79,US,1704284182
410,jiuquan,39.7432,98.5174,-1.48,32,86,2.31,CN,1704284182
411,haimen,23.1935,116.6142,14.94,78,0,7.69,CN,1704284183
412,newman,37.3138,-121.0208,8.49,84,82,1.05,US,1704283764
413,rocha,-34.4833,-54.3333,24.29,54,15,6.14,UY,1704284183
414,mata-utu,-13.2816,-176.1745,28.44,73,67,2.32,WF,1704283637
415,lisakovsk,52.5369,62.4936,-2.46,89,100,4.91,KZ,1704284184
416,port douglas,-16.4833,145.4667,27.71,78,88,2.47,AU,1704284184
417,prado,-17.3411,-39.2208,28.78,66,99,3.66,BR,1704284184
418,qarqaraly,49.4058,75.4742,-11.98,86,64,2.77,KZ,1704284186
419,horsham,51.064,-0.3272,12.28,75,40,6.17,GB,1704284186
420,huayacocotla,20.55,-98.4833,9.29,52,99,1.81,MX,1704284186
421,corner brook,48.9667,-57.9484,-0.91,96,100,1.46,CA,1704284186
422,moengo,5.6167,-54.4,28.02,65,50,2.32,SR,1704284187
423,drabiv,49.963,32.1529,-2.32,65,100,5.58,UA,1704284187
424,christchurch,-43.5333,172.6333,16.62,83,75,2.57,NZ,1704284100
425,kiama,-34.6833,150.8667,23.1,87,99,3.62,AU,1704284188
426,hasaki,35.7333,140.8333,9.05,65,100,4.49,JP,1704284188
427,ingeniero jacobacci,-41.3427,-69.5448,20.6,32,79,0.56,AR,1704284188
428,mandera,3.9366,41.867,36.14,17,41,5.33,KE,1704284188
429,kosikha,53.3617,84.5822,-17.25,91,100,7.0,RU,1704284189
430,nova sintra,14.8667,-24.7167,21.89,63,58,8.01,CV,1704283712
431,papao,-17.75,-149.55,24.82,84,97,10.52,PF,1704284189
432,kabalo,-6.05,26.9167,27.41,72,96,1.49,CD,1704284190
433,gunnedah,-30.9833,150.25,25.73,48,98,5.74,AU,1704284190
434,bougouni,11.417,-7.479,34.25,8,40,3.22,ML,1704284190
435,laguna,38.421,-121.4238,8.2,93,20,5.14,US,1704283659
436,north bend,43.4065,-124.2243,8.81,93,100,3.6,US,1704283769
437,azul,-36.777,-59.8585,20.49,75,2,4.86,AR,1704284191
438,gamba,-2.65,10.0,28.59,70,78,3.83,GA,1704283826
439,ghadamis,30.1337,9.5007,16.47,31,0,0.56,LY,1704284191
440,codrington,-38.2667,141.9667,16.09,91,100,7.24,AU,1704284192
441,island harbour,50.724,-1.2758,11.93,89,77,3.13,GB,1704283702
442,alofi,-19.0595,-169.9187,26.0,78,12,7.0,NU,1704283688
443,othello,46.826,-119.1753,2.38,98,100,1.39,US,1704284192
444,sao joao da barra,-21.6403,-41.0511,26.05,92,100,3.51,BR,1704283517
445,raholt,60.2667,11.1833,-9.34,81,100,5.14,NO,1704284193
446,kavieng,-2.5744,150.7967,28.07,79,84,2.61,PG,1704283675
447,viedma,-40.8135,-62.9967,26.59,36,67,6.26,AR,1704283744
448,dolores,-36.3132,-57.6792,23.91,58,14,5.65,AR,1704283817
449,baidoa,3.1138,43.6498,34.48,20,78,5.49,SO,1704284194
450,katabu,-4.9333,122.5167,25.68,89,91,1.41,ID,1704283784
451,whakatane,-37.9585,176.9854,14.87,86,54,0.62,NZ,1704283799
452,houghton,47.1219,-88.569,-1.21,81,100,7.2,US,1704284194
453,soderhamn,61.3037,17.0592,-8.36,73,100,5.16,SE,1704284195
454,okhotsk,59.3833,143.3,-30.81,82,37,3.36,RU,1704284195
455,tsetserleg,47.475,101.4542,-12.29,61,0,6.39,MN,1704284196
456,monrovia,6.3005,-10.7969,31.87,62,35,2.24,LR,1704284196
457,mersing,2.4312,103.8405,26.95,89,40,4.63,MY,1704284196
458,shagonar,51.5333,92.8,-15.56,92,100,0.32,RU,1704284197
459,olenegorsk,68.15,33.3,-19.02,83,100,3.58,RU,1704284197
460,igrim,63.1906,64.4162,-27.58,97,29,2.86,RU,1704284198
461,bay roberts,47.5999,-53.2648,0.59,84,55,2.68,CA,1704284198
462,dakhla,23.6848,-15.958,24.01,20,8,3.09,EH,1704284198
463,hargeysa,9.56,44.065,23.39,40,33,7.08,SO,1704284199
464,la palma,33.8464,-118.0467,13.38,91,100,2.06,US,1704284199
465,minden,52.2833,8.9167,9.63,89,99,8.21,DE,1704284199
466,bullsbrook,-31.6667,116.0,27.9,32,0,7.72,AU,1704284200
467,gubkinskiy,64.434,76.5026,-30.99,98,48,3.93,RU,1704284200
468,atbasar,51.8,68.3333,-8.85,95,100,3.48,KZ,1704284200
469,imbituba,-28.24,-48.6703,23.25,90,98,3.83,BR,1704284200
470,nagqu,31.5,92.0,-8.84,46,37,3.36,CN,1704284201
471,zabaykal'sk,49.6333,117.3167,-16.79,98,100,4.15,RU,1704284201
472,jieshi,22.8134,115.8257,16.86,56,0,5.27,CN,1704284201
473,broome,42.2506,-75.833,0.18,85,100,3.6,US,1704283757
474,naze,28.3667,129.4833,14.83,68,97,9.34,JP,1704283952
475,nikolayevsk-on-amure,53.1406,140.73,-22.68,99,70,1.15,RU,1704283724
476,turner,44.2565,-70.2562,-1.9,84,97,1.79,US,1704284202
477,telhara,21.0269,76.8389,27.62,35,13,3.18,IN,1704283939
478,bozova,37.3625,38.5267,9.55,69,93,1.52,TR,1704284203
479,raseiniai,55.3736,23.1217,-7.78,83,100,7.68,LT,1704284203
480,paramirim,-13.4425,-42.2389,26.47,65,99,0.61,BR,1704284203
481,leh,34.1667,77.5833,-5.06,29,51,1.11,IN,1704284203
482,perene,-10.9492,-75.2261,21.89,98,100,0.28,PE,1704284204
483,puerto baquerizo moreno,-0.9,-89.6,24.31,87,58,5.86,EC,1704283662
484,timimoun,29.2639,0.231,19.71,25,0,3.05,DZ,1704283779
485,kone,-21.0595,164.8658,25.59,82,68,2.23,NC,1704284205
486,yankton,42.8711,-97.3973,-7.71,100,100,3.6,US,1704284205
487,beloyarskiy,63.7119,66.6722,-28.33,98,70,2.24,RU,1704284206
488,maryborough,-25.5333,152.7,24.5,93,4,1.62,AU,1704284206
489,coahuayana de hidalgo,18.7,-103.6583,20.46,63,85,1.78,MX,1704284206
490,prata,-19.3072,-48.9242,24.74,78,100,2.93,BR,1704284206
491,baardheere,2.3446,42.2764,36.75,19,93,5.02,SO,1704284207
492,mugumu,-1.85,34.7,23.23,70,85,1.97,TZ,1704284207
493,zouerate,22.7187,-12.4521,24.23,11,63,7.18,MR,1704284208
494,saint-joseph,-21.3667,55.6167,30.21,73,99,1.3,RE,1704283690
495,agadez,19.75,10.25,24.73,13,10,4.46,NE,1704284208
496,scarborough,54.2797,-0.4044,8.14,93,99,0.93,GB,1704284209
497,rio rico,31.4715,-110.9765,7.55,77,0,0.0,US,1704284209
498,axim,4.8699,-2.2405,30.61,61,54,3.79,GH,1704283656
499,oranjemund,-28.55,16.4333,23.33,73,86,5.95,NA,1704284209
500,ribeira brava,32.65,-17.0667,24.45,91,95,2.07,PT,1704284210
501,tenno,39.9,139.9667,3.56,90,100,4.89,JP,1704284048
502,dryden,49.7833,-92.7503,-11.84,85,100,2.57,CA,1704283670
503,mascote,-15.5631,-39.3025,31.48,49,81,1.96,BR,1704284211
504,concepcion del oro,24.6333,-101.4167,5.82,45,2,1.83,MX,1704284211
505,coquimbo,-29.9533,-71.3436,17.43,82,49,1.83,CL,1704283697
506,salinopolis,-0.6136,-47.3561,26.86,88,95,4.01,BR,1704284213
507,tocoa,15.6833,-86.0,22.79,98,13,1.02,HN,1704284213
508,mammoth lakes,37.6485,-118.9721,-5.41,90,100,7.72,US,1704284214
509,kingscliff,-28.2667,153.5667,24.41,94,100,4.12,AU,1704284214
510,datong,40.0936,113.2914,-9.63,85,2,0.91,CN,1704283930
511,sile,41.1754,29.6133,16.43,55,100,2.68,TR,1704284215
512,cururupu,-1.8283,-44.8683,25.58,92,92,1.67,BR,1704284215
513,senillosa,-39.0,-68.4167,22.88,43,87,1.44,AR,1704284215
514,zin'kiv,50.2081,34.3638,-5.3,55,92,2.73,UA,1704284215
515,nogliki,51.8333,143.1667,-22.09,100,44,2.49,RU,1704283946
516,dunedin,-45.8742,170.5036,12.67,91,96,1.79,NZ,1704284216
517,plastun,44.7561,136.2939,-9.38,73,47,1.73,RU,1704284217
518,afonso bezerra,-5.4983,-36.5056,30.42,56,13,4.43,BR,1704284217
519,tamanrasset,22.785,5.5228,23.95,10,0,2.06,DZ,1704284217
520,urangan,-25.3,152.9,24.55,89,0,2.24,AU,1704284218
521,libreville,0.3925,9.4537,29.24,68,90,2.28,GA,1704284218
522,sosnogorsk,63.6023,53.8817,-30.26,99,60,1.79,RU,1704284218
523,mahibadhoo,3.7833,72.9667,28.38,70,47,1.85,MV,1704284219
524,balqash,46.8481,74.995,-11.67,92,0,5.0,KZ,1704284219
525,masterton,-40.9597,175.6575,16.05,98,33,1.61,NZ,1704283951
526,jayapura,-2.5333,140.7,26.66,84,100,0.62,ID,1704283801
527,sabang,5.8933,95.3214,28.21,75,97,7.18,ID,1704283594
528,kalkaman,51.9525,76.0211,-11.65,94,100,0.77,KZ,1704284220
529,bandon,51.7469,-8.7425,9.77,85,73,6.48,IE,1704284221
530,kazanlak,42.6167,25.4,10.7,72,100,0.66,BG,1704284221
531,turuntayevo,52.2,107.6167,-14.95,97,100,0.62,RU,1704284222
532,kadoma,34.7333,135.5833,10.1,49,100,2.73,JP,1704283934
533,chui,-33.6971,-53.4616,22.96,67,44,6.22,UY,1704283796
534,aydarken,39.9443,71.3429,-1.74,65,73,3.25,KG,1704284223
535,kurumkan,54.3,110.3,-14.93,83,94,1.34,RU,1704284224
536,puerto san jose,13.9256,-90.8244,23.49,69,16,1.51,GT,1704284224
537,santa cruz cabralia,-16.2781,-39.0247,29.13,70,75,6.17,BR,1704284224
538,egilsstadir,65.2653,-14.3948,0.95,93,75,4.12,IS,1704284224
539,grand baie,-20.0182,57.5802,32.26,82,99,1.79,MU,1704284225
540,sorel-tracy,46.0334,-73.1159,0.94,91,99,4.07,CA,1704284225
541,belinskiy,52.9647,43.4165,-15.05,93,100,4.97,RU,1704284225
542,vanino,49.0869,140.2543,-17.82,93,35,1.77,RU,1704284226
543,panaba,21.2833,-88.2667,15.62,87,30,2.54,MX,1704284226
544,sason,38.3364,41.413,5.79,91,100,0.31,TR,1704284226
545,prince albert,53.2001,-105.7677,-14.03,85,75,3.09,CA,1704284227
546,taroa,8.7058,171.2275,27.66,79,79,9.2,MH,1704284227
547,darjiling,27.0333,88.2667,5.7,65,72,0.97,IN,1704284227
548,valparaiso,-33.0393,-71.6273,20.26,79,100,3.09,CL,1704284099
549,mil'kovo,55.6078,37.7956,-19.2,85,91,3.41,RU,1704284228
550,pravokumskoye,44.7694,44.6472,7.01,58,97,6.2,RU,1704284228
551,international falls,48.6011,-93.411,-6.9,68,100,5.66,US,1704284229
552,afzalpur,17.2,76.35,28.38,34,3,4.09,IN,1704284229
553,mochudi,-24.4167,26.15,22.33,21,0,0.46,BW,1704284229
554,sitka,57.0531,-135.33,4.94,87,100,0.0,US,1704283668
555,tuineje,28.3237,-14.0472,19.88,51,0,1.4,ES,1704284230
556,nejo,9.5,35.5,27.36,27,4,1.96,ET,1704284230
557,necochea,-38.5473,-58.7368,22.02,54,11,5.19,AR,1704283730
558,chunskiy,56.0815,99.6342,-2.96,94,100,4.43,RU,1704284230
559,molde,62.7375,7.1591,-3.09,33,0,4.63,NO,1704284231
560,bangassou,4.7413,22.8184,37.09,16,50,1.74,CF,1704284231
561,hangu,39.2489,117.7892,-0.98,77,0,3.21,CN,1704284231
562,namsos,64.4662,11.4957,-8.97,57,0,9.26,NO,1704284232
563,zilair,52.2332,57.4392,-1.52,87,100,3.9,RU,1704284232
564,bereznik,62.8551,42.7072,-32.73,100,50,0.45,RU,1704284232
565,velikiy ustyug,60.7644,46.3106,-28.11,97,14,1.34,RU,1704284233
566,kihancha,-1.1838,34.6262,23.86,71,63,3.07,KE,1704284233
567,rakops,-21.0167,24.3333,32.72,30,8,3.2,BW,1704284233
568,taltal,-25.4,-70.4833,19.03,72,63,1.23,CL,1704283779
569,ebon,4.582,168.6964,28.55,79,5,8.62,MH,1704284234
570,hammerfest,70.6634,23.6821,0.25,74,75,7.2,NO,1704284234
571,fort bragg,35.139,-79.006,-0.1,84,54,1.92,US,1704283693
572,phang nga,8.4509,98.5298,29.02,86,86,1.32,TH,1704284019
573,yinchuan,38.4681,106.2731,0.85,25,10,2.13,CN,1704284235
574,darovskoy,58.77,47.9564,-23.32,96,43,3.49,RU,1704284235
575,nerva,37.6963,-6.5497,14.73,69,47,2.88,ES,1704284236
576,mabaruma,8.2,-59.7833,26.7,75,19,1.92,GY,1704284236
577,kapuskasing,49.4169,-82.4331,-9.64,90,100,2.49,CA,1704283690
578,levuka,50.1834,-105.4011,-9.16,75,27,1.2,CA,1704284237
579,kharp,66.8014,65.8081,-18.33,89,99,4.3,RU,1704284237
580,tamalous,36.8376,6.6402,19.58,44,65,2.66,DZ,1704284237
581,zlotow,53.3635,17.0408,5.95,93,100,2.42,PL,1704284224
582,salalah,17.0151,54.0924,25.8,54,47,3.1,OM,1704284220
583,warwick,41.7001,-71.4162,0.49,84,40,2.57,US,1704284238
584,xuchang,34.0167,113.8167,6.17,46,0,3.75,CN,1704283947
585,malanje,-9.5402,16.341,19.52,95,100,1.98,AO,1704284239
586,al jawf,29.5,38.75,15.96,45,0,1.92,SA,1704283732
587,pervomayskoye,43.919,46.7102,7.99,61,99,7.31,RU,1704284239
588,san sebastian de la gomera,28.0916,-17.1133,25.65,83,0,2.06,ES,1704284239
589,bairnsdale,-37.8333,147.6167,21.14,93,93,0.98,AU,1704283742
590,baikunthpur,23.25,82.55,20.57,45,3,2.06,IN,1704284240
591,buston,40.2342,69.6948,8.1,49,97,7.0,TJ,1704284047
